"","[운영체제, 원리, 개념, 이해, 운영체제, 제공, 서비스, 이해, 운영체제, 설계, 구현, 이슈]"
"24423","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24424","[과정, 신입생, 자기이해, 교수, 학생, 소통, 원활, 대학생활, 적응, 비전, 설계, 개설, 과정, 목적, 학생, 캠퍼스, 생활, 환경, 도움, 학생, 학업계획, 수립, 기대, 학생, 과정, 미래, 직업, 준비]"
"24425","[대학생활, 비전, 설계, 교수, 학생, 원활, 소통, 신입생, 대학생활, 적응, 전설, 도움, 공통기초필수, 운영, 신입, 대학생활, 적응, 학업계획, 비전수립, 지도교수, 유대, 강화, 영역, 이해, 자기, 이해, 정체, 확립, 소통, 대인, 관계, 형성, 미래, 비전, 설계, 취업률, 향상, 제고, 신입, 대학생활, 적응, 향후, 커리어, 상담, 목적, 경영학, 특성, 전반, 소개, 향후, 심화, 과정, 이수, 도움, 목적]"
"24426","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24427","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬]"
"24429","[대학생활, 출발, 신입, 대학생활, 적응, 미래, 설계, 가이드라인, 제공, 문제, 해결, 문제, 해결, 능력, 향상]"
"24430","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 원활, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획, 이상, 대상자, 부여, 교수, 개별, 집단, 교수, 사무실, 경상, 진행, 계획, 사정, 변경]"
"24431","[신입생, 자기이해, 교수, 학생, 소통, 원활, 대학생활, 적응, 비전, 설계, 공통기초필수, 운영, 개강, 공지, 예정]"
"24437","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24438","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24439","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24440","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24441","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24442","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대]"
"24443","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대]"
"24445","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24446","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24447","[대학생활, 적응, 이해, 바탕, 진로비전, 설계, 교수, 학습자, 신입생, 구성, 소그룹, 내외, 구성, 그룹, 소통, 이해, 요구, 역량, 제고, 진로, 비전, 설계, 기회, 교수, 방법, 구성, 진행, 방식, 역할, 이해, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24448","[비전, 설계, 대학, 신입, 대학생활, 적응, 이해, 바탕, 신입, 진로비전, 설계, 접근, 자기, 주도, 경험, 지원, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 밀접, 현장, 문제, 해결, 과정, 능동, 역할, 중요, 협동, 필요, 역량, 함양, 사회, 스킬, 교수, 소그룹, 내외, 소통, 기반, 신입생, 이해, 분야, 현장, 직간접, 체험, 현장, 요구, 역량, 파악, 진로, 비전, 설계]"
"24449","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24450","[대학생활, 비전, 설계, 교수, 학생, 원활, 소통, 신입생, 대학생활, 적응, 전설, 도움, 공통기초필수, 운영, 공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬]"
"24451","[]"
"24452","[대학생활, 비전, 설계, 교수, 학생, 원활, 소통, 신입생, 대학생활, 적응, 전설, 도움, 공통기초필수, 운영]"
"24453","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24454","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24455","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24456","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24457","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24458","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계]"
